round,hs_code,product_description,category,implementation_date,mfn_tariff_rate,additional_tariff_rate,total_tariff_rate,annual_import_value_millions,note
4,30072367,美国产药品产品，规格型号072367,药品,2018-09-24,2.0,10,12.0,142.19,
4,87936873,美国产乘用车，排量为2585cc,车辆及其零件、附件,2018-09-24,2.3,10,12.3,141.11,
4,89693980,美国产船舶及浮动结构体产品，规格型号693980,船舶及浮动结构体,2018-09-24,6.6,5,11.6,194.47,
4,86694179,美国产铁道车辆及其零件产品，规格型号694179,铁道车辆及其零件,2018-09-24,4.9,5,9.9,87.58,
4,01302284,美国产活动物产品，规格型号302284,活动物,2018-09-24,2.4,10,12.4,75.85,
4,83019498,美国产贱金属杂项制品产品，规格型号019498,贱金属杂项制品,2018-09-24,9.1,10,19.1,112.12,
4,74139038,美国产铜及其制品产品，规格型号139038,铜及其制品,2018-09-24,6.4,5,11.4,174.75,
4,95965069,美国产玩具、游戏或运动用品及其零件产品，规格型号965069,玩具、游戏或运动用品及其零件,2018-09-24,8.7,5,13.7,46.5,
4,72125376,美国产钢铁产品，规格型号125376,钢铁,2018-09-24,8.1,10,18.1,6.04,
4,87384104,美国产货车，功率为1576cc,车辆及其零件、附件,2018-09-24,6.5,10,16.5,24.74,
4,34145289,美国产肥皂、有机表面活性剂、洗涤剂等产品，规格型号145289,肥皂、有机表面活性剂、洗涤剂等,2018-09-24,8.4,10,18.4,78.08,
4,71233287,美国产天然或养殖珍珠、宝石或半宝石等产品，规格型号233287,天然或养殖珍珠、宝石或半宝石等,2018-09-24,7.8,10,17.8,46.93,
4,40469140,美国产橡胶及其制品产品，规格型号469140,橡胶及其制品,2018-09-24,3.8,10,13.8,77.34,
4,52264636,美国产棉花产品，规格型号264636,棉花,2018-09-24,10.0,5,15.0,189.21,
4,22736083,美国产饮料、酒及醋产品，规格型号736083,饮料、酒及醋,2018-09-24,8.3,10,18.3,149.75,
4,01457183,美国产活动物产品，规格型号457183,活动物,2018-09-24,9.2,5,14.2,155.35,
4,28100622,美国产无机化学品产品，规格型号100622,无机化学品,2018-09-24,4.7,10,14.7,52.2,
4,60523655,美国产针织或钩编织物产品，规格型号523655,针织或钩编织物,2018-09-24,3.6,10,13.6,154.97,
4,73596437,美国产钢铁制品产品，规格型号596437,钢铁制品,2018-09-24,8.4,10,18.4,164.95,
4,59245213,美国产浸渍、涂布、包覆或层压的纺织物产品，规格型号245213,浸渍、涂布、包覆或层压的纺织物,2018-09-24,6.3,5,11.3,125.85,
4,42950763,美国产皮革制品产品，规格型号950763,皮革制品,2018-09-24,5.3,10,15.3,64.87,
4,52233416,美国产棉花产品，规格型号233416,棉花,2018-09-24,7.5,5,12.5,93.19,
4,71525862,美国产天然或养殖珍珠、宝石或半宝石等产品，规格型号525862,天然或养殖珍珠、宝石或半宝石等,2018-09-24,6.6,10,16.6,176.26,
4,85311292,美国产处理器，用于民用,电机、电气设备及其零件,2018-09-24,8.6,10,18.6,2.53,
4,90646395,美国产光学、照相、医疗等设备及零件产品，规格型号646395,光学、照相、医疗等设备及零件,2018-09-24,7.8,5,12.8,10.7,
4,20236784,美国产蔬菜、水果、坚果或植物其他部分的制品产品，规格型号236784,蔬菜、水果、坚果或植物其他部分的制品,2018-09-24,6.6,5,11.6,135.4,
4,95648410,美国产玩具、游戏或运动用品及其零件产品，规格型号648410,玩具、游戏或运动用品及其零件,2018-09-24,9.4,5,14.4,62.26,
4,68780162,美国产石料、石膏、水泥、石棉、云母或类似材料的制品产品，规格型号780162,石料、石膏、水泥、石棉、云母或类似材料的制品,2018-09-24,5.1,5,10.1,88.18,
4,30077884,美国产药品产品，规格型号077884,药品,2018-09-24,6.8,5,11.8,138.82,
4,87990053,美国产货车，功率为2959cc,车辆及其零件、附件,2018-09-24,4.1,10,14.1,159.82,
4,73920116,美国产钢铁制品产品，规格型号920116,钢铁制品,2018-09-24,5.0,10,15.0,155.77,
4,03257087,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号257087,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-09-24,3.1,5,8.1,46.98,
4,01214918,美国产活动物产品，规格型号214918,活动物,2018-09-24,4.2,10,14.2,100.86,
4,52741442,美国产棉花产品，规格型号741442,棉花,2018-09-24,8.0,10,18.0,120.94,
4,76428169,美国产铝及其制品产品，规格型号428169,铝及其制品,2018-09-24,7.3,5,12.3,159.42,
4,01020299,美国产活动物产品，规格型号020299,活动物,2018-09-24,4.2,5,9.2,14.22,
4,34508329,美国产肥皂、有机表面活性剂、洗涤剂等产品，规格型号508329,肥皂、有机表面活性剂、洗涤剂等,2018-09-24,3.8,10,13.8,143.79,
4,34705162,美国产肥皂、有机表面活性剂、洗涤剂等产品，规格型号705162,肥皂、有机表面活性剂、洗涤剂等,2018-09-24,9.6,5,14.6,45.98,
4,10151187,美国产谷物产品，规格型号151187,谷物,2018-09-24,8.0,5,13.0,184.42,
4,63943734,美国产其他纺织制成品产品，规格型号943734,其他纺织制成品,2018-09-24,7.1,10,17.1,125.41,
4,73442749,美国产钢铁制品产品，规格型号442749,钢铁制品,2018-09-24,3.9,5,8.9,51.81,
4,84132504,美国产存储器，用于工业,核反应堆、锅炉、机械器具及零件,2018-09-24,8.8,10,18.8,82.67,
4,90124248,美国产光学、照相、医疗等设备及零件产品，规格型号124248,光学、照相、医疗等设备及零件,2018-09-24,9.7,10,19.7,183.48,
4,74763625,美国产铜及其制品产品，规格型号763625,铜及其制品,2018-09-24,4.9,10,14.9,6.42,
4,95470094,美国产玩具、游戏或运动用品及其零件产品，规格型号470094,玩具、游戏或运动用品及其零件,2018-09-24,2.7,5,7.7,85.77,
4,72231039,美国产钢铁产品，规格型号231039,钢铁,2018-09-24,3.5,5,8.5,65.67,
4,89946288,美国产船舶及浮动结构体产品，规格型号946288,船舶及浮动结构体,2018-09-24,3.5,10,13.5,165.89,
4,83954338,美国产贱金属杂项制品产品，规格型号954338,贱金属杂项制品,2018-09-24,5.4,5,10.4,140.09,
4,49659251,美国产书籍、报纸、印刷图画及其他印刷品产品，规格型号659251,书籍、报纸、印刷图画及其他印刷品,2018-09-24,2.1,10,12.1,6.92,
4,60831071,美国产针织或钩编织物产品，规格型号831071,针织或钩编织物,2018-09-24,7.2,10,17.2,35.05,
4,63752491,美国产其他纺织制成品产品，规格型号752491,其他纺织制成品,2018-09-24,4.5,5,9.5,171.25,
4,08841988,美国产橙子，新鲜,食用水果及坚果,2018-09-24,3.4,5,8.4,6.41,
4,19547981,美国产谷物、面粉、淀粉或乳的制品产品，规格型号547981,谷物、面粉、淀粉或乳的制品,2018-09-24,5.4,10,15.4,193.34,
4,39652556,美国产塑料及其制品产品，规格型号652556,塑料及其制品,2018-09-24,7.1,10,17.1,88.73,
4,34439532,美国产肥皂、有机表面活性剂、洗涤剂等产品，规格型号439532,肥皂、有机表面活性剂、洗涤剂等,2018-09-24,2.9,10,12.9,102.72,
4,30013009,美国产药品产品，规格型号013009,药品,2018-09-24,9.9,5,14.9,34.64,
4,48006248,美国产纸及纸板产品，规格型号006248,纸及纸板,2018-09-24,8.3,10,18.3,15.36,
4,06407054,美国产活树及其他活植物产品，规格型号407054,活树及其他活植物,2018-09-24,3.8,10,13.8,37.41,
4,54359810,美国产人造丝产品，规格型号359810,人造丝,2018-09-24,8.8,10,18.8,72.62,
4,61576096,美国产针织或钩编的服装及衣着附件产品，规格型号576096,针织或钩编的服装及衣着附件,2018-09-24,4.4,5,9.4,6.97,
4,90884562,美国产光学、照相、医疗等设备及零件产品，规格型号884562,光学、照相、医疗等设备及零件,2018-09-24,3.4,5,8.4,155.78,
4,52411069,美国产棉花产品，规格型号411069,棉花,2018-09-24,6.8,10,16.8,44.56,
4,90174180,美国产光学、照相、医疗等设备及零件产品，规格型号174180,光学、照相、医疗等设备及零件,2018-09-24,2.8,5,7.8,62.86,
4,48270631,美国产纸及纸板产品，规格型号270631,纸及纸板,2018-09-24,5.6,10,15.6,160.82,
4,30254580,美国产药品产品，规格型号254580,药品,2018-09-24,2.6,5,7.6,194.44,
4,69602673,美国产陶瓷产品产品，规格型号602673,陶瓷产品,2018-09-24,2.8,10,12.8,5.45,
4,94596651,美国产家具、寝具、灯具等产品，规格型号596651,家具、寝具、灯具等,2018-09-24,8.6,5,13.6,123.42,
4,40424159,美国产橡胶及其制品产品，规格型号424159,橡胶及其制品,2018-09-24,7.6,5,12.6,136.8,
4,62070077,美国产非针织或非钩编的服装及衣着附件产品，规格型号070077,非针织或非钩编的服装及衣着附件,2018-09-24,9.6,5,14.6,1.79,
4,87566357,美国产乘用车，排量为1483cc,车辆及其零件、附件,2018-09-24,2.2,5,7.2,154.03,
4,74479177,美国产铜及其制品产品，规格型号479177,铜及其制品,2018-09-24,5.9,10,15.9,43.21,
4,34756300,美国产肥皂、有机表面活性剂、洗涤剂等产品，规格型号756300,肥皂、有机表面活性剂、洗涤剂等,2018-09-24,6.0,10,16.0,11.9,
4,82812851,美国产贱金属工具、器具、利口器、餐具及其零件产品，规格型号812851,贱金属工具、器具、利口器、餐具及其零件,2018-09-24,9.4,10,19.4,64.22,
4,33062879,美国产精油、香料制品、化妆品或盥洗品产品，规格型号062879,精油、香料制品、化妆品或盥洗品,2018-09-24,7.3,10,17.3,62.52,
4,91699200,美国产钟表及其零件产品，规格型号699200,钟表及其零件,2018-09-24,3.3,5,8.3,97.05,
4,30156751,美国产药品产品，规格型号156751,药品,2018-09-24,7.6,10,17.6,141.71,
4,40725465,美国产橡胶及其制品产品，规格型号725465,橡胶及其制品,2018-09-24,3.2,5,8.2,94.32,
4,29324454,美国产有机化学品产品，规格型号324454,有机化学品,2018-09-24,5.9,10,15.9,78.6,
4,85384299,美国产发动机，用于商业,电机、电气设备及其零件,2018-09-24,3.9,10,13.9,6.71,
4,40442290,美国产橡胶及其制品产品，规格型号442290,橡胶及其制品,2018-09-24,8.7,5,13.7,142.62,
4,02854736,美国产禽肉，冷冻，带骨,肉及食用杂碎,2018-09-24,8.7,5,13.7,153.77,
4,15989340,美国产动植物油、脂及其分解产品产品，规格型号989340,动植物油、脂及其分解产品,2018-09-24,4.8,10,14.8,4.45,
4,60081909,美国产针织或钩编织物产品，规格型号081909,针织或钩编织物,2018-09-24,7.2,10,17.2,188.24,
4,59618319,美国产浸渍、涂布、包覆或层压的纺织物产品，规格型号618319,浸渍、涂布、包覆或层压的纺织物,2018-09-24,6.6,5,11.6,116.82,
4,20245432,美国产蔬菜、水果、坚果或植物其他部分的制品产品，规格型号245432,蔬菜、水果、坚果或植物其他部分的制品,2018-09-24,7.1,10,17.1,114.61,
4,65876825,美国产帽类及其零件产品，规格型号876825,帽类及其零件,2018-09-24,8.9,10,18.9,118.34,
4,07786502,美国产食用蔬菜、根及块茎产品，规格型号786502,食用蔬菜、根及块茎,2018-09-24,9.8,10,19.8,147.55,
4,20193689,美国产蔬菜、水果、坚果或植物其他部分的制品产品，规格型号193689,蔬菜、水果、坚果或植物其他部分的制品,2018-09-24,5.9,5,10.9,97.81,
4,34687406,美国产肥皂、有机表面活性剂、洗涤剂等产品，规格型号687406,肥皂、有机表面活性剂、洗涤剂等,2018-09-24,3.4,10,13.4,195.58,
4,94743591,美国产家具、寝具、灯具等产品，规格型号743591,家具、寝具、灯具等,2018-09-24,3.1,10,13.1,85.99,
4,85858537,美国产泵，用于农业,电机、电气设备及其零件,2018-09-24,5.4,5,10.4,176.17,
4,04026428,美国产乳品、禽蛋、天然蜂蜜等产品，规格型号026428,乳品、禽蛋、天然蜂蜜等,2018-09-24,3.6,5,8.6,16.89,
4,03277959,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号277959,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-09-24,3.8,5,8.8,55.22,
4,04533657,美国产乳品、禽蛋、天然蜂蜜等产品，规格型号533657,乳品、禽蛋、天然蜂蜜等,2018-09-24,3.7,10,13.7,88.6,
4,61431756,美国产针织或钩编的服装及衣着附件产品，规格型号431756,针织或钩编的服装及衣着附件,2018-09-24,4.4,10,14.4,139.4,
4,87705687,美国产货车，功率为4212cc,车辆及其零件、附件,2018-09-24,5.1,10,15.1,20.25,
4,65337801,美国产帽类及其零件产品，规格型号337801,帽类及其零件,2018-09-24,5.3,10,15.3,10.56,
4,03401094,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号401094,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-09-24,3.6,5,8.6,101.14,
4,05508200,美国产其他动物产品产品，规格型号508200,其他动物产品,2018-09-24,7.2,10,17.2,99.51,
4,52032437,美国产棉花产品，规格型号032437,棉花,2018-09-24,10.0,5,15.0,76.25,
4,42224868,美国产皮革制品产品，规格型号224868,皮革制品,2018-09-24,4.6,10,14.6,145.28,
4,05079212,美国产其他动物产品产品，规格型号079212,其他动物产品,2018-09-24,3.9,5,8.9,151.23,
4,16639307,美国产肉、鱼、甲壳动物等的制品产品，规格型号639307,肉、鱼、甲壳动物等的制品,2018-09-24,5.9,10,15.9,91.55,
4,29698947,美国产有机化学品产品，规格型号698947,有机化学品,2018-09-24,9.9,5,14.9,171.42,
4,63054107,美国产其他纺织制成品产品，规格型号054107,其他纺织制成品,2018-09-24,6.0,10,16.0,33.67,
4,12607911,美国产亚麻籽，用于压榨油,油籽、子仁、工业用或药用植物、饲料,2018-09-24,3.3,10,13.3,8.73,
4,59377437,美国产浸渍、涂布、包覆或层压的纺织物产品，规格型号377437,浸渍、涂布、包覆或层压的纺织物,2018-09-24,8.5,5,13.5,157.45,
4,72610559,美国产钢铁产品，规格型号610559,钢铁,2018-09-24,8.5,10,18.5,179.01,
4,16748125,美国产肉、鱼、甲壳动物等的制品产品，规格型号748125,肉、鱼、甲壳动物等的制品,2018-09-24,6.9,10,16.9,116.37,
4,84077488,美国产存储器，用于工业,核反应堆、锅炉、机械器具及零件,2018-09-24,7.2,10,17.2,3.01,
4,28817391,美国产无机化学品产品，规格型号817391,无机化学品,2018-09-24,9.8,10,19.8,142.94,
4,42452090,美国产皮革制品产品，规格型号452090,皮革制品,2018-09-24,3.3,5,8.3,183.26,
4,76249760,美国产铝及其制品产品，规格型号249760,铝及其制品,2018-09-24,8.0,10,18.0,194.51,
4,29161670,美国产有机化学品产品，规格型号161670,有机化学品,2018-09-24,2.8,10,12.8,71.37,
4,08476820,美国产苹果，干燥,食用水果及坚果,2018-09-24,5.2,5,10.2,89.51,
4,95588477,美国产玩具、游戏或运动用品及其零件产品，规格型号588477,玩具、游戏或运动用品及其零件,2018-09-24,2.2,10,12.2,166.66,
4,61886275,美国产针织或钩编的服装及衣着附件产品，规格型号886275,针织或钩编的服装及衣着附件,2018-09-24,6.8,5,11.8,94.85,
4,61651333,美国产针织或钩编的服装及衣着附件产品，规格型号651333,针织或钩编的服装及衣着附件,2018-09-24,6.5,5,11.5,184.65,
4,38139584,美国产杂项化学产品产品，规格型号139584,杂项化学产品,2018-09-24,8.8,10,18.8,172.92,
4,91335680,美国产钟表及其零件产品，规格型号335680,钟表及其零件,2018-09-24,8.5,10,18.5,85.86,
4,01884234,美国产活动物产品，规格型号884234,活动物,2018-09-24,7.0,5,12.0,146.29,
4,44556816,美国产木及木制品产品，规格型号556816,木及木制品,2018-09-24,7.0,5,12.0,120.62,
4,24117612,美国产烟草及烟草代用品的制品产品，规格型号117612,烟草及烟草代用品的制品,2018-09-24,5.3,10,15.3,114.22,
4,62808886,美国产非针织或非钩编的服装及衣着附件产品，规格型号808886,非针织或非钩编的服装及衣着附件,2018-09-24,3.6,5,8.6,109.84,
4,68027190,美国产石料、石膏、水泥、石棉、云母或类似材料的制品产品，规格型号027190,石料、石膏、水泥、石棉、云母或类似材料的制品,2018-09-24,5.5,10,15.5,41.52,
4,29901228,美国产有机化学品产品，规格型号901228,有机化学品,2018-09-24,4.2,5,9.2,102.14,
4,30866210,美国产药品产品，规格型号866210,药品,2018-09-24,7.5,5,12.5,165.59,
4,06749154,美国产活树及其他活植物产品，规格型号749154,活树及其他活植物,2018-09-24,8.6,10,18.6,90.93,
4,08520987,美国产核桃，新鲜,食用水果及坚果,2018-09-24,7.7,10,17.7,162.63,
4,61905782,美国产针织或钩编的服装及衣着附件产品，规格型号905782,针织或钩编的服装及衣着附件,2018-09-24,8.7,5,13.7,37.41,
4,63152979,美国产其他纺织制成品产品，规格型号152979,其他纺织制成品,2018-09-24,9.3,5,14.3,30.24,
4,01747535,美国产活动物产品，规格型号747535,活动物,2018-09-24,6.9,5,11.9,161.46,
4,04727179,美国产乳品、禽蛋、天然蜂蜜等产品，规格型号727179,乳品、禽蛋、天然蜂蜜等,2018-09-24,9.6,5,14.6,1.63,
4,55496233,美国产人造短纤维产品，规格型号496233,人造短纤维,2018-09-24,4.9,5,9.9,159.33,
4,61213325,美国产针织或钩编的服装及衣着附件产品，规格型号213325,针织或钩编的服装及衣着附件,2018-09-24,9.5,10,19.5,152.83,
4,96146669,美国产杂项制品产品，规格型号146669,杂项制品,2018-09-24,5.9,5,10.9,2.31,
4,73214721,美国产钢铁制品产品，规格型号214721,钢铁制品,2018-09-24,9.6,10,19.6,28.99,
4,61931335,美国产针织或钩编的服装及衣着附件产品，规格型号931335,针织或钩编的服装及衣着附件,2018-09-24,6.0,10,16.0,109.91,
4,48925718,美国产纸及纸板产品，规格型号925718,纸及纸板,2018-09-24,5.6,5,10.6,139.39,
4,10027135,美国产谷物产品，规格型号027135,谷物,2018-09-24,3.1,10,13.1,169.98,
4,10683917,美国产谷物产品，规格型号683917,谷物,2018-09-24,3.0,10,13.0,3.92,
4,85967254,美国产存储器，用于商业,电机、电气设备及其零件,2018-09-24,8.9,10,18.9,135.3,
4,62595301,美国产非针织或非钩编的服装及衣着附件产品，规格型号595301,非针织或非钩编的服装及衣着附件,2018-09-24,8.2,5,13.2,123.12,
4,65813036,美国产帽类及其零件产品，规格型号813036,帽类及其零件,2018-09-24,6.2,10,16.2,48.99,
4,89385411,美国产船舶及浮动结构体产品，规格型号385411,船舶及浮动结构体,2018-09-24,3.7,10,13.7,128.34,
4,05839632,美国产其他动物产品产品，规格型号839632,其他动物产品,2018-09-24,6.8,10,16.8,34.0,
4,24653225,美国产烟草及烟草代用品的制品产品，规格型号653225,烟草及烟草代用品的制品,2018-09-24,9.5,5,14.5,189.78,
4,15536011,美国产动植物油、脂及其分解产品产品，规格型号536011,动植物油、脂及其分解产品,2018-09-24,9.4,10,19.4,57.23,
4,90452522,美国产光学、照相、医疗等设备及零件产品，规格型号452522,光学、照相、医疗等设备及零件,2018-09-24,7.3,5,12.3,127.96,
4,02234609,美国产牛肉，冷冻，去骨,肉及食用杂碎,2018-09-24,7.0,10,17.0,97.2,
4,85933387,美国产电机，用于工业,电机、电气设备及其零件,2018-09-24,9.0,5,14.0,101.78,
4,34169044,美国产肥皂、有机表面活性剂、洗涤剂等产品，规格型号169044,肥皂、有机表面活性剂、洗涤剂等,2018-09-24,8.5,10,18.5,35.66,
4,48787937,美国产纸及纸板产品，规格型号787937,纸及纸板,2018-09-24,8.2,10,18.2,85.83,
4,55087903,美国产人造短纤维产品，规格型号087903,人造短纤维,2018-09-24,3.3,10,13.3,36.65,
4,44982896,美国产木及木制品产品，规格型号982896,木及木制品,2018-09-24,4.6,10,14.6,174.68,
4,65000681,美国产帽类及其零件产品，规格型号000681,帽类及其零件,2018-09-24,4.3,10,14.3,40.49,
4,38774372,美国产杂项化学产品产品，规格型号774372,杂项化学产品,2018-09-24,5.7,5,10.7,56.48,
4,61193476,美国产针织或钩编的服装及衣着附件产品，规格型号193476,针织或钩编的服装及衣着附件,2018-09-24,4.1,5,9.1,53.23,
4,34739617,美国产肥皂、有机表面活性剂、洗涤剂等产品，规格型号739617,肥皂、有机表面活性剂、洗涤剂等,2018-09-24,6.2,10,16.2,36.5,
4,39531452,美国产塑料及其制品产品，规格型号531452,塑料及其制品,2018-09-24,5.1,5,10.1,154.85,
4,30540745,美国产药品产品，规格型号540745,药品,2018-09-24,8.4,5,13.4,70.09,
4,73109360,美国产钢铁制品产品，规格型号109360,钢铁制品,2018-09-24,3.3,5,8.3,76.27,
4,96740656,美国产杂项制品产品，规格型号740656,杂项制品,2018-09-24,7.8,5,12.8,37.42,
4,95455207,美国产玩具、游戏或运动用品及其零件产品，规格型号455207,玩具、游戏或运动用品及其零件,2018-09-24,8.8,10,18.8,192.77,
4,01693716,美国产活动物产品，规格型号693716,活动物,2018-09-24,2.5,10,12.5,4.03,
4,19943774,美国产谷物、面粉、淀粉或乳的制品产品，规格型号943774,谷物、面粉、淀粉或乳的制品,2018-09-24,3.5,5,8.5,145.18,
4,22788879,美国产饮料、酒及醋产品，规格型号788879,饮料、酒及醋,2018-09-24,9.2,5,14.2,95.42,
4,24354078,美国产烟草及烟草代用品的制品产品，规格型号354078,烟草及烟草代用品的制品,2018-09-24,5.1,5,10.1,44.04,
4,02671354,美国产禽肉，新鲜，带骨,肉及食用杂碎,2018-09-24,9.7,5,14.7,0.98,
4,69306673,美国产陶瓷产品产品，规格型号306673,陶瓷产品,2018-09-24,6.3,10,16.3,181.82,
4,55691940,美国产人造短纤维产品，规格型号691940,人造短纤维,2018-09-24,9.4,10,19.4,0.57,
4,02021630,美国产牛肉，新鲜，去骨,肉及食用杂碎,2018-09-24,5.3,5,10.3,109.82,
4,05375833,美国产其他动物产品产品，规格型号375833,其他动物产品,2018-09-24,7.8,10,17.8,112.14,
4,05006715,美国产其他动物产品产品，规格型号006715,其他动物产品,2018-09-24,4.1,10,14.1,38.07,
4,07785900,美国产食用蔬菜、根及块茎产品，规格型号785900,食用蔬菜、根及块茎,2018-09-24,8.6,5,13.6,40.93,
4,10254864,美国产谷物产品，规格型号254864,谷物,2018-09-24,3.3,10,13.3,148.08,
4,20522639,美国产蔬菜、水果、坚果或植物其他部分的制品产品，规格型号522639,蔬菜、水果、坚果或植物其他部分的制品,2018-09-24,8.1,5,13.1,133.47,
4,85596484,美国产发动机，用于民用,电机、电气设备及其零件,2018-09-24,8.8,10,18.8,32.35,
4,91846202,美国产钟表及其零件产品，规格型号846202,钟表及其零件,2018-09-24,8.7,5,13.7,141.5,
4,84213842,美国产泵，用于民用,核反应堆、锅炉、机械器具及零件,2018-09-24,7.3,10,17.3,152.53,
4,76343488,美国产铝及其制品产品，规格型号343488,铝及其制品,2018-09-24,4.3,10,14.3,44.77,
4,54463810,美国产人造丝产品，规格型号463810,人造丝,2018-09-24,4.4,10,14.4,77.67,
4,60206957,美国产针织或钩编织物产品，规格型号206957,针织或钩编织物,2018-09-24,5.5,5,10.5,46.57,
4,89156881,美国产船舶及浮动结构体产品，规格型号156881,船舶及浮动结构体,2018-09-24,9.7,5,14.7,77.47,
4,34703715,美国产肥皂、有机表面活性剂、洗涤剂等产品，规格型号703715,肥皂、有机表面活性剂、洗涤剂等,2018-09-24,6.0,10,16.0,10.17,
4,85081178,美国产阀门，用于农业,电机、电气设备及其零件,2018-09-24,3.1,10,13.1,137.25,
4,38739386,美国产杂项化学产品产品，规格型号739386,杂项化学产品,2018-09-24,9.7,10,19.7,175.2,
4,28148438,美国产无机化学品产品，规格型号148438,无机化学品,2018-09-24,4.8,10,14.8,124.69,
4,04014633,美国产乳品、禽蛋、天然蜂蜜等产品，规格型号014633,乳品、禽蛋、天然蜂蜜等,2018-09-24,4.2,10,14.2,86.68,
4,76417802,美国产铝及其制品产品，规格型号417802,铝及其制品,2018-09-24,2.4,5,7.4,127.05,
4,24392386,美国产烟草及烟草代用品的制品产品，规格型号392386,烟草及烟草代用品的制品,2018-09-24,9.1,10,19.1,181.0,
4,59016847,美国产浸渍、涂布、包覆或层压的纺织物产品，规格型号016847,浸渍、涂布、包覆或层压的纺织物,2018-09-24,5.9,5,10.9,11.87,
4,84046718,美国产电机，用于农业,核反应堆、锅炉、机械器具及零件,2018-09-24,3.6,5,8.6,153.13,
4,27766005,美国产矿物燃料、矿物油及其产品产品，规格型号766005,矿物燃料、矿物油及其产品,2018-09-24,5.9,10,15.9,168.1,
4,12227626,美国产葵花籽，用于饲料,油籽、子仁、工业用或药用植物、饲料,2018-09-24,4.2,10,14.2,46.77,
4,71032461,美国产天然或养殖珍珠、宝石或半宝石等产品，规格型号032461,天然或养殖珍珠、宝石或半宝石等,2018-09-24,3.5,10,13.5,138.96,
4,48882817,美国产纸及纸板产品，规格型号882817,纸及纸板,2018-09-24,2.7,5,7.7,181.95,
4,95240548,美国产玩具、游戏或运动用品及其零件产品，规格型号240548,玩具、游戏或运动用品及其零件,2018-09-24,5.8,10,15.8,106.95,
4,24921800,美国产烟草及烟草代用品的制品产品，规格型号921800,烟草及烟草代用品的制品,2018-09-24,5.8,10,15.8,23.72,
4,30938789,美国产药品产品，规格型号938789,药品,2018-09-24,2.6,10,12.6,82.87,
4,95939958,美国产玩具、游戏或运动用品及其零件产品，规格型号939958,玩具、游戏或运动用品及其零件,2018-09-24,4.7,5,9.7,35.14,
4,15920177,美国产动植物油、脂及其分解产品产品，规格型号920177,动植物油、脂及其分解产品,2018-09-24,3.2,10,13.2,176.77,
4,05168653,美国产其他动物产品产品，规格型号168653,其他动物产品,2018-09-24,2.1,10,12.1,114.06,
4,91776129,美国产钟表及其零件产品，规格型号776129,钟表及其零件,2018-09-24,3.1,10,13.1,26.27,
4,89965986,美国产船舶及浮动结构体产品，规格型号965986,船舶及浮动结构体,2018-09-24,9.5,5,14.5,112.92,
4,15215275,美国产动植物油、脂及其分解产品产品，规格型号215275,动植物油、脂及其分解产品,2018-09-24,9.1,10,19.1,152.23,
4,38642762,美国产杂项化学产品产品，规格型号642762,杂项化学产品,2018-09-24,5.6,10,15.6,155.2,
4,48255447,美国产纸及纸板产品，规格型号255447,纸及纸板,2018-09-24,4.3,5,9.3,42.12,
4,62653937,美国产非针织或非钩编的服装及衣着附件产品，规格型号653937,非针织或非钩编的服装及衣着附件,2018-09-24,9.0,5,14.0,82.95,
4,89653933,美国产船舶及浮动结构体产品，规格型号653933,船舶及浮动结构体,2018-09-24,8.6,5,13.6,20.32,
4,96840423,美国产杂项制品产品，规格型号840423,杂项制品,2018-09-24,7.4,10,17.4,183.91,
4,03042652,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号042652,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-09-24,9.3,10,19.3,91.69,
4,91465578,美国产钟表及其零件产品，规格型号465578,钟表及其零件,2018-09-24,2.1,5,7.1,73.57,
4,39843480,美国产塑料及其制品产品，规格型号843480,塑料及其制品,2018-09-24,5.8,5,10.8,13.67,
4,10506423,美国产谷物产品，规格型号506423,谷物,2018-09-24,8.9,5,13.9,153.85,
4,83096430,美国产贱金属杂项制品产品，规格型号096430,贱金属杂项制品,2018-09-24,7.6,10,17.6,186.25,
4,04635601,美国产乳品、禽蛋、天然蜂蜜等产品，规格型号635601,乳品、禽蛋、天然蜂蜜等,2018-09-24,8.3,5,13.3,175.85,
4,65389527,美国产帽类及其零件产品，规格型号389527,帽类及其零件,2018-09-24,2.3,5,7.3,109.46,
4,62967644,美国产非针织或非钩编的服装及衣着附件产品，规格型号967644,非针织或非钩编的服装及衣着附件,2018-09-24,3.3,5,8.3,47.14,
4,71662335,美国产天然或养殖珍珠、宝石或半宝石等产品，规格型号662335,天然或养殖珍珠、宝石或半宝石等,2018-09-24,7.7,5,12.7,39.51,
4,30558595,美国产药品产品，规格型号558595,药品,2018-09-24,8.7,10,18.7,134.01,
4,87244220,美国产越野车，排量为3117cc,车辆及其零件、附件,2018-09-24,5.2,10,15.2,119.17,
4,07737179,美国产食用蔬菜、根及块茎产品，规格型号737179,食用蔬菜、根及块茎,2018-09-24,3.1,10,13.1,31.3,
4,07800127,美国产食用蔬菜、根及块茎产品，规格型号800127,食用蔬菜、根及块茎,2018-09-24,7.0,5,12.0,39.56,
