round,hs_code,product_description,category,implementation_date,initial_tariff_rate,current_tariff_rate,annual_trade_value_millions,tariff_escalation_date
3,8506138374,电子设备，用于通信,电机、电气设备及其零件,2018-09-24,10,25,11.04,2019-05-10
3,6276800832,儿童的T恤,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,59.26,2019-05-10
3,3967615485,塑料及其制品相关产品，规格型号67615485,塑料及其制品,2018-09-24,10,25,82.53,2019-05-10
3,3993859366,塑料及其制品相关产品，规格型号93859366,塑料及其制品,2018-09-24,10,25,6.23,2019-05-10
3,4888762087,纸及纸板相关产品，规格型号88762087,纸及纸板,2018-09-24,10,25,80.68,2019-05-10
3,8461974477,农业用器具，重量不超过894单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,54.3,2019-05-10
3,4443017659,木及木制品相关产品，规格型号43017659,木及木制品,2018-09-24,10,25,94.86,2019-05-10
3,3909687696,塑料及其制品相关产品，规格型号09687696,塑料及其制品,2018-09-24,10,25,33.65,2019-05-10
3,6221070711,男式的上衣,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,84.91,2019-05-10
3,6265420438,男式的外套,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,17.1,2019-05-10
3,4273531206,皮革制品相关产品，规格型号73531206,皮革制品,2018-09-24,10,25,89.23,2019-05-10
3,6148289394,儿童的上衣,针织或钩编的服装及衣着附件,2018-09-24,10,25,94.61,2019-05-10
3,6282797484,男式的T恤,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,14.9,2019-05-10
3,7308478277,钢铁制品相关产品，规格型号08478277,钢铁制品,2018-09-24,10,25,1.22,2019-05-10
3,9426158412,家具、寝具、灯具等相关产品，规格型号26158412,家具、寝具、灯具等,2018-09-24,10,25,89.88,2019-05-10
3,6341253871,男式的外套,其他纺织制成品,2018-09-24,10,25,15.69,2019-05-10
3,6166733419,儿童的上衣,针织或钩编的服装及衣着附件,2018-09-24,10,25,23.53,2019-05-10
3,4281150835,皮革制品相关产品，规格型号81150835,皮革制品,2018-09-24,10,25,33.3,2019-05-10
3,4415337108,木及木制品相关产品，规格型号15337108,木及木制品,2018-09-24,10,25,24.29,2019-05-10
3,6327208118,女式的裤子,其他纺织制成品,2018-09-24,10,25,38.73,2019-05-10
3,8574811451,电气设备，用于民用,电机、电气设备及其零件,2018-09-24,10,25,62.57,2019-05-10
3,8430752739,工业用器具，功率不超过526单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,44.84,2019-05-10
3,6155472581,女式的裤子,针织或钩编的服装及衣着附件,2018-09-24,10,25,67.87,2019-05-10
3,3983170667,塑料及其制品相关产品，规格型号83170667,塑料及其制品,2018-09-24,10,25,37.37,2019-05-10
3,8563207164,通信设备，用于工业,电机、电气设备及其零件,2018-09-24,10,25,26.73,2019-05-10
3,7387005048,钢铁制品相关产品，规格型号87005048,钢铁制品,2018-09-24,10,25,69.48,2019-05-10
3,8520533483,电子设备，用于通信,电机、电气设备及其零件,2018-09-24,10,25,4.22,2019-05-10
3,9434377997,家具、寝具、灯具等相关产品，规格型号34377997,家具、寝具、灯具等,2018-09-24,10,25,5.67,2019-05-10
3,8557846024,通信设备，用于工业,电机、电气设备及其零件,2018-09-24,10,25,95.82,2019-05-10
3,4254435828,皮革制品相关产品，规格型号54435828,皮革制品,2018-09-24,10,25,18.34,2019-05-10
3,9457754447,家具、寝具、灯具等相关产品，规格型号57754447,家具、寝具、灯具等,2018-09-24,10,25,14.33,2019-05-10
3,4829610571,纸及纸板相关产品，规格型号29610571,纸及纸板,2018-09-24,10,25,83.59,2019-05-10
3,4254928323,皮革制品相关产品，规格型号54928323,皮革制品,2018-09-24,10,25,25.26,2019-05-10
3,4237504976,皮革制品相关产品，规格型号37504976,皮革制品,2018-09-24,10,25,70.29,2019-05-10
3,3990843955,塑料及其制品相关产品，规格型号90843955,塑料及其制品,2018-09-24,10,25,2.63,2019-05-10
3,4480956292,木及木制品相关产品，规格型号80956292,木及木制品,2018-09-24,10,25,90.18,2019-05-10
3,6271340211,男式的裙子,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,99.38,2019-05-10
3,4483876665,木及木制品相关产品，规格型号83876665,木及木制品,2018-09-24,10,25,10.93,2019-05-10
3,6249580771,儿童的裙子,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,0.87,2019-05-10
3,9440618057,家具、寝具、灯具等相关产品，规格型号40618057,家具、寝具、灯具等,2018-09-24,10,25,37.93,2019-05-10
3,6386910905,儿童的裙子,其他纺织制成品,2018-09-24,10,25,83.49,2019-05-10
3,4434978174,木及木制品相关产品，规格型号34978174,木及木制品,2018-09-24,10,25,31.37,2019-05-10
3,4222465870,皮革制品相关产品，规格型号22465870,皮革制品,2018-09-24,10,25,66.06,2019-05-10
3,8413759947,农业用器具，尺寸不超过443单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,36.82,2019-05-10
3,8429992617,商用用机械，功率不超过5单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,90.63,2019-05-10
3,6297096888,儿童的上衣,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,32.8,2019-05-10
3,4270908312,皮革制品相关产品，规格型号70908312,皮革制品,2018-09-24,10,25,49.01,2019-05-10
3,8462687955,农业用机械，尺寸不超过850单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,56.54,2019-05-10
3,6339417794,女式的上衣,其他纺织制成品,2018-09-24,10,25,56.81,2019-05-10
3,8465560263,农业用设备，尺寸不超过272单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,67.98,2019-05-10
3,6497575133,鞋靴、护腿和类似品及其零件相关产品，规格型号97575133,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,99.4,2019-05-10
3,6171020547,男式的上衣,针织或钩编的服装及衣着附件,2018-09-24,10,25,45.0,2019-05-10
3,6255660517,男式的裙子,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,80.14,2019-05-10
3,6177841606,女式的裤子,针织或钩编的服装及衣着附件,2018-09-24,10,25,70.42,2019-05-10
3,9400266628,家具、寝具、灯具等相关产品，规格型号00266628,家具、寝具、灯具等,2018-09-24,10,25,28.75,2019-05-10
3,4868275451,纸及纸板相关产品，规格型号68275451,纸及纸板,2018-09-24,10,25,98.1,2019-05-10
3,6402772726,鞋靴、护腿和类似品及其零件相关产品，规格型号02772726,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,40.47,2019-05-10
3,6271004611,女式的外套,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,28.89,2019-05-10
3,6390734302,男式的外套,其他纺织制成品,2018-09-24,10,25,40.73,2019-05-10
3,4405646966,木及木制品相关产品，规格型号05646966,木及木制品,2018-09-24,10,25,23.98,2019-05-10
3,6278315544,男式的T恤,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,2.03,2019-05-10
3,9423621154,家具、寝具、灯具等相关产品，规格型号23621154,家具、寝具、灯具等,2018-09-24,10,25,91.47,2019-05-10
3,6329759520,男式的裤子,其他纺织制成品,2018-09-24,10,25,94.54,2019-05-10
3,8531828801,电子设备，用于工业,电机、电气设备及其零件,2018-09-24,10,25,10.1,2019-05-10
3,6366046532,女式的上衣,其他纺织制成品,2018-09-24,10,25,48.11,2019-05-10
3,4839464654,纸及纸板相关产品，规格型号39464654,纸及纸板,2018-09-24,10,25,64.55,2019-05-10
3,4224422487,皮革制品相关产品，规格型号24422487,皮革制品,2018-09-24,10,25,18.93,2019-05-10
3,3946370253,塑料及其制品相关产品，规格型号46370253,塑料及其制品,2018-09-24,10,25,99.6,2019-05-10
3,6202102492,儿童的上衣,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,72.37,2019-05-10
3,3914071307,塑料及其制品相关产品，规格型号14071307,塑料及其制品,2018-09-24,10,25,15.43,2019-05-10
3,6184608380,儿童的T恤,针织或钩编的服装及衣着附件,2018-09-24,10,25,99.52,2019-05-10
3,4870298039,纸及纸板相关产品，规格型号70298039,纸及纸板,2018-09-24,10,25,96.57,2019-05-10
3,3955563177,塑料及其制品相关产品，规格型号55563177,塑料及其制品,2018-09-24,10,25,7.11,2019-05-10
3,4862249423,纸及纸板相关产品，规格型号62249423,纸及纸板,2018-09-24,10,25,49.23,2019-05-10
3,6494337932,鞋靴、护腿和类似品及其零件相关产品，规格型号94337932,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,58.73,2019-05-10
3,3918376713,塑料及其制品相关产品，规格型号18376713,塑料及其制品,2018-09-24,10,25,29.34,2019-05-10
3,9430710514,家具、寝具、灯具等相关产品，规格型号30710514,家具、寝具、灯具等,2018-09-24,10,25,19.82,2019-05-10
3,4895952276,纸及纸板相关产品，规格型号95952276,纸及纸板,2018-09-24,10,25,55.68,2019-05-10
3,4421537348,木及木制品相关产品，规格型号21537348,木及木制品,2018-09-24,10,25,92.02,2019-05-10
3,6351020222,儿童的裙子,其他纺织制成品,2018-09-24,10,25,10.71,2019-05-10
3,6436102356,鞋靴、护腿和类似品及其零件相关产品，规格型号36102356,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,92.29,2019-05-10
3,6316904438,女式的上衣,其他纺织制成品,2018-09-24,10,25,10.52,2019-05-10
3,6111701874,男式的裤子,针织或钩编的服装及衣着附件,2018-09-24,10,25,12.18,2019-05-10
3,6374290619,女式的外套,其他纺织制成品,2018-09-24,10,25,14.72,2019-05-10
3,6331192906,男式的裤子,其他纺织制成品,2018-09-24,10,25,14.84,2019-05-10
3,6348179938,儿童的上衣,其他纺织制成品,2018-09-24,10,25,39.94,2019-05-10
3,6143651093,儿童的T恤,针织或钩编的服装及衣着附件,2018-09-24,10,25,71.62,2019-05-10
3,3970274053,塑料及其制品相关产品，规格型号70274053,塑料及其制品,2018-09-24,10,25,67.63,2019-05-10
3,4428997020,木及木制品相关产品，规格型号28997020,木及木制品,2018-09-24,10,25,61.01,2019-05-10
3,6455792190,鞋靴、护腿和类似品及其零件相关产品，规格型号55792190,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,36.07,2019-05-10
3,7329749430,钢铁制品相关产品，规格型号29749430,钢铁制品,2018-09-24,10,25,70.06,2019-05-10
3,6204244835,女式的裙子,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,37.69,2019-05-10
3,6205046823,儿童的T恤,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,3.95,2019-05-10
3,8558202950,通信设备，用于工业,电机、电气设备及其零件,2018-09-24,10,25,11.82,2019-05-10
3,6304187401,儿童的裙子,其他纺织制成品,2018-09-24,10,25,79.34,2019-05-10
3,8563637034,通信设备，用于通信,电机、电气设备及其零件,2018-09-24,10,25,94.5,2019-05-10
3,6152127436,女式的上衣,针织或钩编的服装及衣着附件,2018-09-24,10,25,79.86,2019-05-10
3,6241905401,儿童的外套,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,47.0,2019-05-10
3,8528724438,电气设备，用于工业,电机、电气设备及其零件,2018-09-24,10,25,4.56,2019-05-10
3,6497678111,鞋靴、护腿和类似品及其零件相关产品，规格型号97678111,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,73.43,2019-05-10
3,9456147159,家具、寝具、灯具等相关产品，规格型号56147159,家具、寝具、灯具等,2018-09-24,10,25,62.08,2019-05-10
3,8466046063,商用用设备，重量不超过816单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,60.03,2019-05-10
3,4495666287,木及木制品相关产品，规格型号95666287,木及木制品,2018-09-24,10,25,5.26,2019-05-10
3,4405023833,木及木制品相关产品，规格型号05023833,木及木制品,2018-09-24,10,25,53.64,2019-05-10
3,4804222561,纸及纸板相关产品，规格型号04222561,纸及纸板,2018-09-24,10,25,18.14,2019-05-10
3,7344494093,钢铁制品相关产品，规格型号44494093,钢铁制品,2018-09-24,10,25,21.7,2019-05-10
3,8475614911,农业用机械，尺寸不超过143单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,44.18,2019-05-10
3,3928753182,塑料及其制品相关产品，规格型号28753182,塑料及其制品,2018-09-24,10,25,30.19,2019-05-10
3,6109647383,男式的上衣,针织或钩编的服装及衣着附件,2018-09-24,10,25,84.54,2019-05-10
3,6141657504,女式的裤子,针织或钩编的服装及衣着附件,2018-09-24,10,25,76.32,2019-05-10
3,6296345968,儿童的裤子,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,33.67,2019-05-10
3,6456104907,鞋靴、护腿和类似品及其零件相关产品，规格型号56104907,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,26.33,2019-05-10
3,7316456456,钢铁制品相关产品，规格型号16456456,钢铁制品,2018-09-24,10,25,89.73,2019-05-10
3,6368050641,儿童的上衣,其他纺织制成品,2018-09-24,10,25,62.55,2019-05-10
3,3935378197,塑料及其制品相关产品，规格型号35378197,塑料及其制品,2018-09-24,10,25,34.77,2019-05-10
3,7376520281,钢铁制品相关产品，规格型号76520281,钢铁制品,2018-09-24,10,25,28.49,2019-05-10
3,6290793675,儿童的裙子,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,27.11,2019-05-10
3,4417752758,木及木制品相关产品，规格型号17752758,木及木制品,2018-09-24,10,25,36.45,2019-05-10
3,4478240225,木及木制品相关产品，规格型号78240225,木及木制品,2018-09-24,10,25,91.98,2019-05-10
3,3942918369,塑料及其制品相关产品，规格型号42918369,塑料及其制品,2018-09-24,10,25,10.83,2019-05-10
3,6137246864,男式的外套,针织或钩编的服装及衣着附件,2018-09-24,10,25,0.31,2019-05-10
3,6107388880,女式的裤子,针织或钩编的服装及衣着附件,2018-09-24,10,25,91.8,2019-05-10
3,4842005747,纸及纸板相关产品，规格型号42005747,纸及纸板,2018-09-24,10,25,8.3,2019-05-10
3,8451395950,工业用设备，重量不超过467单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,4.43,2019-05-10
3,6367862133,女式的外套,其他纺织制成品,2018-09-24,10,25,62.66,2019-05-10
3,8451864968,商用用机械，功率不超过639单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,47.51,2019-05-10
3,4453197776,木及木制品相关产品，规格型号53197776,木及木制品,2018-09-24,10,25,40.92,2019-05-10
3,6232792827,男式的裙子,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,11.7,2019-05-10
3,9440395001,家具、寝具、灯具等相关产品，规格型号40395001,家具、寝具、灯具等,2018-09-24,10,25,76.37,2019-05-10
3,3984054002,塑料及其制品相关产品，规格型号84054002,塑料及其制品,2018-09-24,10,25,11.22,2019-05-10
3,6440900684,鞋靴、护腿和类似品及其零件相关产品，规格型号40900684,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,44.84,2019-05-10
3,4282332890,皮革制品相关产品，规格型号82332890,皮革制品,2018-09-24,10,25,27.52,2019-05-10
3,8492551018,农业用器具，尺寸不超过609单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,16.54,2019-05-10
3,4873679587,纸及纸板相关产品，规格型号73679587,纸及纸板,2018-09-24,10,25,63.87,2019-05-10
3,3967872099,塑料及其制品相关产品，规格型号67872099,塑料及其制品,2018-09-24,10,25,53.76,2019-05-10
3,9409448169,家具、寝具、灯具等相关产品，规格型号09448169,家具、寝具、灯具等,2018-09-24,10,25,16.16,2019-05-10
3,9462761121,家具、寝具、灯具等相关产品，规格型号62761121,家具、寝具、灯具等,2018-09-24,10,25,4.15,2019-05-10
3,8480259924,农业用设备，功率不超过811单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,44.21,2019-05-10
3,6175890531,男式的T恤,针织或钩编的服装及衣着附件,2018-09-24,10,25,0.95,2019-05-10
3,9464092040,家具、寝具、灯具等相关产品，规格型号64092040,家具、寝具、灯具等,2018-09-24,10,25,26.88,2019-05-10
3,9462213554,家具、寝具、灯具等相关产品，规格型号62213554,家具、寝具、灯具等,2018-09-24,10,25,79.79,2019-05-10
3,6322807571,男式的T恤,其他纺织制成品,2018-09-24,10,25,17.36,2019-05-10
3,6346390366,男式的T恤,其他纺织制成品,2018-09-24,10,25,39.96,2019-05-10
3,3995033550,塑料及其制品相关产品，规格型号95033550,塑料及其制品,2018-09-24,10,25,1.03,2019-05-10
3,4858997290,纸及纸板相关产品，规格型号58997290,纸及纸板,2018-09-24,10,25,22.62,2019-05-10
3,6108871668,女式的T恤,针织或钩编的服装及衣着附件,2018-09-24,10,25,55.33,2019-05-10
3,4255539386,皮革制品相关产品，规格型号55539386,皮革制品,2018-09-24,10,25,1.91,2019-05-10
3,4287404290,皮革制品相关产品，规格型号87404290,皮革制品,2018-09-24,10,25,76.53,2019-05-10
3,6481358978,鞋靴、护腿和类似品及其零件相关产品，规格型号81358978,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,86.55,2019-05-10
3,7364673618,钢铁制品相关产品，规格型号64673618,钢铁制品,2018-09-24,10,25,81.51,2019-05-10
3,8530321103,电气设备，用于民用,电机、电气设备及其零件,2018-09-24,10,25,36.13,2019-05-10
3,8578235910,电子设备，用于民用,电机、电气设备及其零件,2018-09-24,10,25,58.61,2019-05-10
3,6477298945,鞋靴、护腿和类似品及其零件相关产品，规格型号77298945,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,66.27,2019-05-10
3,4435088404,木及木制品相关产品，规格型号35088404,木及木制品,2018-09-24,10,25,75.17,2019-05-10
3,6374466860,女式的裙子,其他纺织制成品,2018-09-24,10,25,99.38,2019-05-10
3,6446593762,鞋靴、护腿和类似品及其零件相关产品，规格型号46593762,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,57.56,2019-05-10
3,8523466759,通信设备，用于工业,电机、电气设备及其零件,2018-09-24,10,25,75.48,2019-05-10
3,6352341272,儿童的裙子,其他纺织制成品,2018-09-24,10,25,81.55,2019-05-10
3,6150249808,女式的外套,针织或钩编的服装及衣着附件,2018-09-24,10,25,54.85,2019-05-10
3,4295919272,皮革制品相关产品，规格型号95919272,皮革制品,2018-09-24,10,25,68.82,2019-05-10
3,6222218778,儿童的外套,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,84.63,2019-05-10
3,6496915426,鞋靴、护腿和类似品及其零件相关产品，规格型号96915426,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,36.27,2019-05-10
3,7369784449,钢铁制品相关产品，规格型号69784449,钢铁制品,2018-09-24,10,25,33.69,2019-05-10
3,4881483501,纸及纸板相关产品，规格型号81483501,纸及纸板,2018-09-24,10,25,16.32,2019-05-10
3,6131762017,女式的裤子,针织或钩编的服装及衣着附件,2018-09-24,10,25,82.87,2019-05-10
3,6295475243,儿童的上衣,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,58.07,2019-05-10
3,8531281626,电气设备，用于工业,电机、电气设备及其零件,2018-09-24,10,25,16.67,2019-05-10
3,7340736844,钢铁制品相关产品，规格型号40736844,钢铁制品,2018-09-24,10,25,35.13,2019-05-10
3,6406976607,鞋靴、护腿和类似品及其零件相关产品，规格型号06976607,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,84.21,2019-05-10
3,6453750226,鞋靴、护腿和类似品及其零件相关产品，规格型号53750226,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,17.18,2019-05-10
3,6251889182,儿童的裙子,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,89.17,2019-05-10
3,6240708497,女式的裙子,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,72.16,2019-05-10
3,4417550874,木及木制品相关产品，规格型号17550874,木及木制品,2018-09-24,10,25,63.81,2019-05-10
3,7334789599,钢铁制品相关产品，规格型号34789599,钢铁制品,2018-09-24,10,25,79.72,2019-05-10
3,7340854415,钢铁制品相关产品，规格型号40854415,钢铁制品,2018-09-24,10,25,16.48,2019-05-10
3,7384033418,钢铁制品相关产品，规格型号84033418,钢铁制品,2018-09-24,10,25,93.68,2019-05-10
3,7302735206,钢铁制品相关产品，规格型号02735206,钢铁制品,2018-09-24,10,25,20.17,2019-05-10
3,4227047574,皮革制品相关产品，规格型号27047574,皮革制品,2018-09-24,10,25,2.06,2019-05-10
3,3977436492,塑料及其制品相关产品，规格型号77436492,塑料及其制品,2018-09-24,10,25,68.53,2019-05-10
3,4278299196,皮革制品相关产品，规格型号78299196,皮革制品,2018-09-24,10,25,38.72,2019-05-10
3,3965302902,塑料及其制品相关产品，规格型号65302902,塑料及其制品,2018-09-24,10,25,47.34,2019-05-10
3,6400794836,鞋靴、护腿和类似品及其零件相关产品，规格型号00794836,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,71.37,2019-05-10
3,9443932767,家具、寝具、灯具等相关产品，规格型号43932767,家具、寝具、灯具等,2018-09-24,10,25,12.36,2019-05-10
3,6145238478,儿童的裤子,针织或钩编的服装及衣着附件,2018-09-24,10,25,60.1,2019-05-10
3,9448969272,家具、寝具、灯具等相关产品，规格型号48969272,家具、寝具、灯具等,2018-09-24,10,25,52.69,2019-05-10
3,9431714091,家具、寝具、灯具等相关产品，规格型号31714091,家具、寝具、灯具等,2018-09-24,10,25,28.43,2019-05-10
3,4256316884,皮革制品相关产品，规格型号56316884,皮革制品,2018-09-24,10,25,64.54,2019-05-10
3,4297855910,皮革制品相关产品，规格型号97855910,皮革制品,2018-09-24,10,25,20.37,2019-05-10
3,3987679749,塑料及其制品相关产品，规格型号87679749,塑料及其制品,2018-09-24,10,25,7.78,2019-05-10
3,7369000621,钢铁制品相关产品，规格型号69000621,钢铁制品,2018-09-24,10,25,98.63,2019-05-10
3,4804856451,纸及纸板相关产品，规格型号04856451,纸及纸板,2018-09-24,10,25,8.4,2019-05-10
3,6459963919,鞋靴、护腿和类似品及其零件相关产品，规格型号59963919,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,32.07,2019-05-10
3,4808538141,纸及纸板相关产品，规格型号08538141,纸及纸板,2018-09-24,10,25,50.95,2019-05-10
3,7318726779,钢铁制品相关产品，规格型号18726779,钢铁制品,2018-09-24,10,25,15.32,2019-05-10
3,6199012302,男式的裙子,针织或钩编的服装及衣着附件,2018-09-24,10,25,4.55,2019-05-10
3,4894568458,纸及纸板相关产品，规格型号94568458,纸及纸板,2018-09-24,10,25,83.81,2019-05-10
3,4477920412,木及木制品相关产品，规格型号77920412,木及木制品,2018-09-24,10,25,79.72,2019-05-10
3,4281825881,皮革制品相关产品，规格型号81825881,皮革制品,2018-09-24,10,25,74.04,2019-05-10
3,8532544636,电气设备，用于通信,电机、电气设备及其零件,2018-09-24,10,25,30.22,2019-05-10
3,6412662004,鞋靴、护腿和类似品及其零件相关产品，规格型号12662004,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,4.51,2019-05-10
3,7398271230,钢铁制品相关产品，规格型号98271230,钢铁制品,2018-09-24,10,25,25.46,2019-05-10
3,7339667949,钢铁制品相关产品，规格型号39667949,钢铁制品,2018-09-24,10,25,98.72,2019-05-10
3,6420709411,鞋靴、护腿和类似品及其零件相关产品，规格型号20709411,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,3.69,2019-05-10
3,4267297832,皮革制品相关产品，规格型号67297832,皮革制品,2018-09-24,10,25,21.28,2019-05-10
3,6381678543,女式的上衣,其他纺织制成品,2018-09-24,10,25,62.83,2019-05-10
3,6470264755,鞋靴、护腿和类似品及其零件相关产品，规格型号70264755,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,71.68,2019-05-10
3,6455566308,鞋靴、护腿和类似品及其零件相关产品，规格型号55566308,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,89.37,2019-05-10
3,6454045891,鞋靴、护腿和类似品及其零件相关产品，规格型号54045891,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,55.23,2019-05-10
3,4813562561,纸及纸板相关产品，规格型号13562561,纸及纸板,2018-09-24,10,25,30.97,2019-05-10
3,4869851299,纸及纸板相关产品，规格型号69851299,纸及纸板,2018-09-24,10,25,68.87,2019-05-10
3,6163182037,儿童的上衣,针织或钩编的服装及衣着附件,2018-09-24,10,25,23.88,2019-05-10
3,6351497496,女式的外套,其他纺织制成品,2018-09-24,10,25,10.37,2019-05-10
3,6399233279,男式的上衣,其他纺织制成品,2018-09-24,10,25,49.25,2019-05-10
3,6294668929,儿童的上衣,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,7.77,2019-05-10
3,6171081363,男式的裙子,针织或钩编的服装及衣着附件,2018-09-24,10,25,21.31,2019-05-10
3,4482141851,木及木制品相关产品，规格型号82141851,木及木制品,2018-09-24,10,25,9.27,2019-05-10
3,6433789483,鞋靴、护腿和类似品及其零件相关产品，规格型号33789483,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,78.12,2019-05-10
3,4809397230,纸及纸板相关产品，规格型号09397230,纸及纸板,2018-09-24,10,25,40.33,2019-05-10
3,8519323072,通信设备，用于通信,电机、电气设备及其零件,2018-09-24,10,25,68.32,2019-05-10
3,6124218123,女式的裤子,针织或钩编的服装及衣着附件,2018-09-24,10,25,9.26,2019-05-10
3,4841946224,纸及纸板相关产品，规格型号41946224,纸及纸板,2018-09-24,10,25,19.44,2019-05-10
3,4837855781,纸及纸板相关产品，规格型号37855781,纸及纸板,2018-09-24,10,25,47.7,2019-05-10
3,4858031579,纸及纸板相关产品，规格型号58031579,纸及纸板,2018-09-24,10,25,78.78,2019-05-10
3,6259012443,儿童的裙子,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,79.91,2019-05-10
3,6166284624,男式的上衣,针织或钩编的服装及衣着附件,2018-09-24,10,25,97.08,2019-05-10
3,4248550645,皮革制品相关产品，规格型号48550645,皮革制品,2018-09-24,10,25,15.88,2019-05-10
3,8504627828,通信设备，用于工业,电机、电气设备及其零件,2018-09-24,10,25,43.71,2019-05-10
3,6295346167,男式的外套,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,84.11,2019-05-10
3,3969634288,塑料及其制品相关产品，规格型号69634288,塑料及其制品,2018-09-24,10,25,46.18,2019-05-10
3,8592430232,电气设备，用于通信,电机、电气设备及其零件,2018-09-24,10,25,28.87,2019-05-10
3,8468161605,商用用器具，重量不超过657单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,64.56,2019-05-10
3,6316721172,男式的外套,其他纺织制成品,2018-09-24,10,25,82.98,2019-05-10
3,3927597538,塑料及其制品相关产品，规格型号27597538,塑料及其制品,2018-09-24,10,25,83.99,2019-05-10
3,6132021447,男式的裤子,针织或钩编的服装及衣着附件,2018-09-24,10,25,20.79,2019-05-10
3,4877737842,纸及纸板相关产品，规格型号77737842,纸及纸板,2018-09-24,10,25,38.77,2019-05-10
3,7377916707,钢铁制品相关产品，规格型号77916707,钢铁制品,2018-09-24,10,25,8.69,2019-05-10
3,4254593039,皮革制品相关产品，规格型号54593039,皮革制品,2018-09-24,10,25,83.38,2019-05-10
3,4894409654,纸及纸板相关产品，规格型号94409654,纸及纸板,2018-09-24,10,25,92.67,2019-05-10
3,4872781372,纸及纸板相关产品，规格型号72781372,纸及纸板,2018-09-24,10,25,30.9,2019-05-10
3,3926916804,塑料及其制品相关产品，规格型号26916804,塑料及其制品,2018-09-24,10,25,61.65,2019-05-10
3,4260889796,皮革制品相关产品，规格型号60889796,皮革制品,2018-09-24,10,25,12.58,2019-05-10
3,4464797562,木及木制品相关产品，规格型号64797562,木及木制品,2018-09-24,10,25,27.0,2019-05-10
3,6401363974,鞋靴、护腿和类似品及其零件相关产品，规格型号01363974,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,31.28,2019-05-10
3,4261224125,皮革制品相关产品，规格型号61224125,皮革制品,2018-09-24,10,25,89.91,2019-05-10
3,7353202965,钢铁制品相关产品，规格型号53202965,钢铁制品,2018-09-24,10,25,76.66,2019-05-10
3,6399727394,儿童的上衣,其他纺织制成品,2018-09-24,10,25,51.37,2019-05-10
3,3993438207,塑料及其制品相关产品，规格型号93438207,塑料及其制品,2018-09-24,10,25,81.19,2019-05-10
